date;CE_NCC_0 Arrêt;CE_NCC_1 Marche ;CE_chauffage_-1 Arrêt Sécurité;CE_chauffage_-2 Arrêt Manuel OFF;CE_chauffage_1 Marche AUTO;CE_electrolyseur_-5 Arrêt pas de flux;CE_electrolyseur_0 Arrêt;CE_electrolyseur_1 Marche 100%;CE_filtration_-3 Arrêt pause filtration;CE_filtration_0 Arrêt AUTO;CE_filtration_1 Marche AUTO;CE_filtration_3 Marche mode baignade;CE_filtration_5 Marche hivernage;CE_hivernage_0 Arret;CE_hivernage_2 Actif activé;CE_pompe_chauff_-1 Arrêt Sécurité;CE_pompe_chauff_0 Arrêt AUTO;CE_pompe_chauff_1 Marche AUTO;CE_trait_PH_-5 Arrêt pas de flux chambre analyse;CE_trait_PH_0 Arrêt AUTO;CE_trait_PH_2 En cours pompe active;CE_volet_0 Position ouvert;CE_volet_1 position fermé;airTemp;waterTemp;baignade
2022-03-10 16:26:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;19.889935;10.906897;0
2022-03-10 18:14:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;15.986122;11.26272;0
2022-03-10 20:42:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;12.069269;9.2026215;0
2022-03-10 22:00:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;10.670045;8.103508;0
2022-03-10 22:06:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;10.670045;8.103508;0
2022-03-10 22:24:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;10.406605;7.9357328;0
2022-03-10 22:34:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;10.235743;7.7714906;0
2022-03-11 00:12:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;9.7630978;7.3000002;0
2022-03-11 00:36:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;9.7046661;7.0380111;0
2022-03-11 01:52:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;9.1392584;6.5999999;0
2022-03-11 04:28:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;8.2747793;5.8079863;0
2022-03-11 04:32:00;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;8.1999998;6.0595961;0
2022-03-11 05:30:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;8.3999996;6.6515303;0
2022-03-11 05:40:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;8.3999996;6.6515303;0
2022-03-11 07:44:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;10.298876;6.1440625;0
2022-03-11 08:44:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;13.603482;7.2637873;0
2022-03-11 08:46:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;13.603482;7.2637873;0
2022-03-11 09:00:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;14.3263;7.5964699;0
2022-03-11 10:50:00;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;20.258413;7.4864655;0
2022-03-11 14:48:00;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;21.200001;8.0;0
2022-03-11 18:12:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;15.743002;10.852422;0
2022-03-11 18:58:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;14.614038;10.586852;0
2022-03-11 19:44:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;13.363446;10.087958;0
2022-03-11 21:04:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;12.309603;9.4881439;0
2022-03-11 23:50:00;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;10.270572;7.7568636;0
2022-03-12 02:36:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;10.056868;7.7333384;0
2022-03-12 03:28:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;10.056868;7.7333384;0
2022-03-12 05:16:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;10.056868;7.7333384;0
2022-03-12 05:48:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;10.056868;7.7333384;0
2022-03-12 06:40:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;10.056868;7.7333384;0
2022-03-12 10:22:00;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;10.056868;7.7333384;0
2022-03-12 16:10:00;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;10.056868;7.7333384;0
2022-03-12 18:20:00;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;10.056868;7.7333384;0
2022-03-12 19:16:00;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;10.056868;7.7333384;0
2022-03-12 21:48:00;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;10.4;7.4000001;0
2022-03-12 22:10:00;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;10.312883;7.3128901;0
2022-03-12 23:20:00;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;10.28006;7.0800657;0
2022-03-12 23:28:00;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;10.28006;7.0800657;0
2022-03-13 01:28:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;10.24865;7.3486557;0
2022-03-13 03:34:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;9.0683613;6.6175194;0
2022-03-13 07:22:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;9.1469059;6.4000001;0
2022-03-13 09:02:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;13.633341;7.6458144;0
2022-03-13 09:40:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;13.16261;7.845788;0
2022-03-13 15:04:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;13.949364;7.9086432;0
2022-03-13 18:18:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;11.359789;8.0264015;0
2022-03-13 20:56:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;10.1;7.1999998;0
2022-03-13 21:36:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;9.7963972;6.9630699;0
2022-03-13 21:58:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;9.6261501;6.8630805;0
2022-03-13 23:50:00;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;8.1666641;7.6666651;0
2022-03-13 23:52:00;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;8.1666641;7.6666651;0
2022-03-14 01:30:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;7.8000002;6.3336196;0
2022-03-14 03:12:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;7.667521;5.7342024;0
2022-03-14 04:44:00;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;6.3706179;7.3683228;0
2022-03-14 08:32:00;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;12.304502;7.278758;0
2022-03-14 10:24:00;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;21.494335;7.7550836;0
2022-03-14 12:30:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;27.271595;13.033678;0
2022-03-14 13:18:00;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;27.343063;10.948347;0
2022-03-14 14:30:00;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;25.275927;8.4224749;0
2022-03-14 15:14:00;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;22.785826;9.6282482;0
2022-03-14 17:02:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;18.407469;11.982073;0
2022-03-14 20:36:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;12.010173;9.1439352;0
2022-03-14 21:20:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;11.422348;8.6113825;0
2022-03-14 22:38:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;11.833337;8.1234522;0
2022-03-15 00:10:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;11.90907;8.1000004;0
2022-03-15 04:20:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;11.533321;7.626503;0
2022-03-15 05:30:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;11.733339;7.9333405;0
2022-03-15 05:50:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;11.766672;7.9000001;0
2022-03-15 07:08:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;11.872084;7.8333344;0
2022-03-15 08:02:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;12.175344;7.8043289;0
2022-03-15 10:44:00;1;0;1;0;0;1;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;15.049383;8.2333279;0
2022-03-15 11:18:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;15.049383;8.2333279;0
2022-03-15 11:30:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;15.049383;8.2333279;0
2022-03-15 13:20:00;1;0;1;0;0;1;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;15.049383;8.2333279;0
2022-03-15 15:50:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;20.871571;10.861742;0
2022-03-15 16:20:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;20.070396;11.496246;0
2022-03-15 17:16:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;18.5404;12.066657;0
2022-03-15 19:12:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;15.108561;11.505724;0
2022-03-15 20:46:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;13.203957;10.041269;0
2022-03-15 22:32:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;11.9;9.0112848;0
2022-03-16 00:24:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;11.5;8.4796724;0
2022-03-16 00:44:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;11.273446;8.2734537;0
2022-03-16 01:34:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;10.906809;8.006815;0
2022-03-16 06:50:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;10.423204;7.5434647;0
2022-03-16 06:52:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;10.423204;7.5434647;0
2022-03-16 10:48:00;1;0;1;0;0;1;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;16.338232;8.5666609;0
2022-03-16 11:02:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;16.859146;8.6542988;0
2022-03-16 11:04:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;16.859146;8.6542988;0
2022-03-16 11:46:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;19.612236;10.285893;0
2022-03-16 13:58:00;1;0;1;0;0;1;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;21.731344;11.537298;0
2022-03-16 14:24:00;1;0;1;0;0;1;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;21.247055;9.0156879;0
2022-03-16 14:50:00;1;0;1;0;0;1;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;20.733036;9.0;0
2022-03-16 15:30:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;19.999769;10.383882;0
2022-03-16 16:52:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;18.234755;11.531906;0
2022-03-16 17:34:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;17.089457;11.666665;0
2022-03-16 17:48:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;16.66913;11.651239;0
2022-03-16 17:58:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;16.66913;11.651239;0
2022-03-16 19:16:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;15.12372;11.119021;0
2022-03-16 19:40:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;14.938065;10.971403;0
2022-03-17 02:04:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;13.266665;8.8999996;0
2022-03-17 03:50:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;13.266665;8.8999996;0
2022-03-17 05:08:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;13.266665;8.8999996;0
2022-03-17 05:50:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;13.266665;8.8999996;0
2022-03-17 06:30:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;13.266665;8.8999996;0
2022-03-17 06:32:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;13.266665;8.8999996;0
2022-03-17 07:30:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;13.266665;8.8999996;0
2022-03-17 08:06:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;13.266665;8.8999996;0
2022-03-17 09:12:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;12.475862;8.1000004;0
2022-03-17 10:32:00;1;0;1;0;0;1;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;13.704297;8.8000002;0
2022-03-17 12:16:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;16.116133;9.6080475;0
2022-03-17 12:32:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;16.677385;9.9386806;0
2022-03-17 14:24:00;1;0;1;0;0;1;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;18.469845;9.1000004;0
2022-03-17 14:46:00;1;0;1;0;0;1;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;18.668238;9.1999998;0
2022-03-17 15:28:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;18.563707;9.6382141;0
2022-03-17 16:42:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;16.808645;10.604422;0
2022-03-17 16:52:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;16.467045;10.633199;0
2022-03-17 18:20:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;13.107399;10.135808;0
2022-03-17 19:52:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;10.409357;8.8725843;0
2022-03-17 20:00:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;10.111256;8.6407261;0
2022-03-17 20:40:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;9.6116781;8.241127;0
2022-03-17 20:50:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;9.3411484;8.0411606;0
2022-03-17 21:46:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;8.6425085;7.3379288;0
2022-03-17 22:50:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;8.0722589;6.6778536;0
2022-03-17 23:14:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;7.8390036;6.4113588;0
2022-03-18 01:42:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;7.4000001;6.8491468;0
2022-03-18 03:10:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;6.8932123;5.8932238;0
2022-03-18 03:28:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;6.7812181;5.7468529;0
2022-03-18 03:50:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;6.616787;5.5324702;0
2022-03-18 03:54:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;6.616787;5.5324702;0
2022-03-18 04:16:00;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;6.5666595;5.3179045;0
2022-06-02 07:10:00;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;17.997322;16.809235;0
2022-06-02 07:24:00;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;19.210499;23.362345;0
2022-06-02 08:42:00;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;23.051367;23.6;0
2022-06-02 08:54:00;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;23.88851;23.6;0
2022-06-02 11:58:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;31.107105;24.1;0
2022-06-02 13:36:00;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;31.233402;24.850883;0
2022-06-02 13:42:00;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;31.233402;24.850883;0
2022-06-02 15:02:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;31.149771;25.200001;0
2022-06-02 16:00:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.532986;25.200001;1
2022-06-02 16:02:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.532986;25.200001;1
2022-06-02 16:04:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.532986;25.200001;1
2022-06-02 16:06:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.532986;25.200001;1
2022-06-02 16:08:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.532986;25.200001;1
2022-06-02 16:10:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.532986;25.200001;1
2022-06-02 16:12:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.532986;25.200001;1
2022-06-02 16:14:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.38348;25.116621;1
2022-06-02 16:16:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.38348;25.116621;1
2022-06-02 16:18:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.38348;25.116621;1
2022-06-02 16:20:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.38348;25.116621;1
2022-06-02 16:22:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.38348;25.116621;1
2022-06-02 16:24:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.38348;25.116621;1
2022-06-02 16:26:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.38348;25.116621;1
2022-06-02 16:28:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.38348;25.116621;1
2022-06-02 16:30:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.466619;25.149992;1
2022-06-02 16:32:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.466619;25.149992;1
2022-06-02 16:34:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.466619;25.149992;1
2022-06-02 16:36:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.466619;25.149992;1
2022-06-02 16:38:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.466619;25.149992;1
2022-06-02 16:40:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.466619;25.149992;1
2022-06-02 16:42:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.466619;25.149992;1
2022-06-02 16:44:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.450642;25.200001;1
2022-06-02 16:46:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.450642;25.200001;1
2022-06-02 16:48:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.450642;25.200001;1
2022-06-02 16:50:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.450642;25.200001;1
2022-06-02 16:52:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.450642;25.200001;1
2022-06-02 16:54:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.450642;25.200001;1
2022-06-02 16:56:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.450642;25.200001;1
2022-06-02 16:58:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.450642;25.200001;1
2022-06-02 17:00:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.382496;25.299368;1
2022-06-02 17:02:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.382496;25.299368;0
2022-06-02 17:44:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;30.816076;25.749435;0
2022-06-02 19:16:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;28.457546;25.653259;0
2022-06-02 19:36:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;27.840275;25.435696;0
2022-06-02 23:36:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;21.271734;20.357624;0
2022-06-03 00:54:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;20.552792;19.172234;0
2022-06-03 02:36:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;20.0;18.086611;0
2022-06-03 03:26:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;19.700001;17.686811;0
2022-06-03 07:06:00;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;21.981947;18.143047;0
2022-06-03 11:26:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;26.44433;23.311007;0
2022-06-03 11:46:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;26.977621;23.144411;0
2022-06-03 20:38:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;26.147913;24.973974;0
2022-06-03 21:24:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;24.974884;23.999838;0
2022-06-03 21:38:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;24.674974;23.674992;0
2022-06-03 21:58:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;24.341671;23.375027;0
2022-06-03 22:44:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;23.275877;22.275896;0
2022-06-04 03:58:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;21.561266;18.961271;0
2022-06-04 05:14:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;20.805126;18.299999;0
2022-06-04 09:38:00;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;34.633339;24.737003;0
2022-06-04 10:00:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;35.484901;24.903637;1
2022-06-04 10:02:00;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;35.484901;24.903637;1
