date;type;value
2022-02-01 12:45:00;airTemp;8.452631
2022-02-01 13:00:00;airTemp;8.5526171
2022-02-01 13:15:00;airTemp;8.6850262
2022-02-01 13:30:00;airTemp;8.7516804
2022-02-01 13:45:00;airTemp;8.8000002
2022-02-01 14:00:00;airTemp;8.8183279
2022-02-01 14:15:00;airTemp;8.9515362
2022-02-01 14:30:00;airTemp;9.0
2022-02-01 14:45:00;airTemp;9.0848446
2022-02-01 15:00:00;airTemp;9.1000004
2022-02-01 15:15:00;airTemp;9.1175795
2022-02-01 15:30:00;airTemp;9.1999998
2022-02-01 15:45:00;airTemp;9.1157694
2022-02-01 16:00:00;airTemp;9.1337967
2022-02-01 16:15:00;airTemp;9.183753
2022-02-01 16:30:00;airTemp;9.1999998
2022-02-01 16:45:00;airTemp;9.217062
2022-02-01 17:00:00;airTemp;9.2660904
2022-02-01 17:15:00;airTemp;9.3498058
2022-02-01 17:30:00;airTemp;9.4662514
2022-02-01 17:45:00;airTemp;9.5666637
2022-02-01 18:00:00;airTemp;9.6000004
2022-02-01 18:15:00;airTemp;9.6000004
2022-02-01 18:30:00;airTemp;9.6826191
2022-02-01 18:45:00;airTemp;9.7820339
2022-02-01 19:00:00;airTemp;9.9640369
2022-02-01 19:15:00;airTemp;10.0
2022-02-01 19:30:00;airTemp;10.0
2022-02-01 19:45:00;airTemp;10.048169
2022-02-01 20:00:00;airTemp;10.1
2022-02-01 20:15:00;airTemp;10.1
2022-02-01 20:30:00;airTemp;10.261835
2022-02-01 20:45:00;airTemp;10.347475
2022-02-01 21:00:00;airTemp;10.480415
2022-02-01 21:15:00;airTemp;10.5
2022-02-01 21:30:00;airTemp;10.56723
2022-02-01 21:45:00;airTemp;10.579826
2022-02-01 22:00:00;airTemp;10.520189
2022-02-01 22:15:00;airTemp;10.5
2022-02-01 22:30:00;airTemp;10.579643
2022-02-01 22:45:00;airTemp;10.545684
2022-02-01 23:00:00;airTemp;10.63327
2022-02-01 23:15:00;airTemp;10.666573
2022-02-01 23:30:00;airTemp;10.733396
2022-02-01 23:45:00;airTemp;10.7
2022-02-02 00:00:00;airTemp;10.774865
2022-02-02 00:15:00;airTemp;10.8
2022-02-02 00:30:00;airTemp;10.833402
2022-02-02 00:45:00;airTemp;10.771446
2022-02-02 01:00:00;airTemp;10.9
2022-02-02 01:15:00;airTemp;10.935978
2022-02-02 01:30:00;airTemp;10.965135
2022-02-02 01:45:00;airTemp;10.934112
2022-02-02 02:00:00;airTemp;11.032977
2022-02-02 02:15:00;airTemp;10.968471
2022-02-02 02:30:00;airTemp;10.96478
2022-02-02 02:45:00;airTemp;10.969643
2022-02-02 03:00:00;airTemp;10.9
2022-02-02 03:15:00;airTemp;10.961535
2022-02-02 03:30:00;airTemp;11.060675
2022-02-02 03:45:00;airTemp;11.1
2022-02-02 04:00:00;airTemp;11.1
2022-02-02 04:15:00;airTemp;10.984257
2022-02-02 04:30:00;airTemp;10.866646
2022-02-02 04:45:00;airTemp;10.866599
2022-02-02 05:00:00;airTemp;10.9
2022-02-02 07:30:00;waterTemp;6.6333938
2022-02-02 07:45:00;waterTemp;6.6677794
2022-02-02 08:00:00;waterTemp;6.6677041
2022-02-02 08:15:00;waterTemp;6.6666994
2022-02-02 08:30:00;waterTemp;6.6402869
2022-02-02 08:45:00;waterTemp;6.6666474
2022-02-02 09:00:00;waterTemp;6.6999998
2022-02-02 09:15:00;waterTemp;6.7037458
2022-02-02 09:30:00;waterTemp;6.8359671
2022-02-02 09:45:00;waterTemp;6.9373789
2022-02-02 10:00:00;waterTemp;7.124414
2022-02-02 10:15:00;waterTemp;4.6999998
2022-02-02 10:30:00;waterTemp;4.7649355
2022-02-02 10:45:00;waterTemp;4.7351999
2022-02-02 11:00:00;waterTemp;4.7980356
2022-02-02 11:15:00;waterTemp;5.4345431
2022-02-02 11:30:00;waterTemp;5.9814663
2022-02-02 11:45:00;waterTemp;6.4988327
2022-02-02 12:00:00;waterTemp;6.906086
2022-02-02 12:15:00;waterTemp;7.2441421
2022-02-02 12:30:00;waterTemp;7.4828324
2022-02-02 12:45:00;waterTemp;7.6570802
2022-02-02 13:00:00;waterTemp;7.8469772
2022-02-02 13:15:00;waterTemp;7.9559045
2022-02-02 13:30:00;waterTemp;8.0
2022-02-02 13:45:00;waterTemp;8.0548582
2022-02-02 14:00:00;waterTemp;7.5764413
2022-02-02 14:15:00;waterTemp;5.0999999
2022-02-02 14:30:00;waterTemp;5.0999999
2022-02-02 14:45:00;waterTemp;5.0999999
2022-02-02 15:00:00;waterTemp;5.151948
2022-02-02 15:15:00;waterTemp;5.5782733
2022-02-02 15:30:00;waterTemp;6.0400233
2022-02-02 15:45:00;waterTemp;6.3526983
2022-02-02 16:00:00;waterTemp;6.6017771
2022-02-02 16:15:00;waterTemp;6.7508759
2022-02-02 16:30:00;waterTemp;6.8842049
2022-02-02 16:45:00;waterTemp;6.9840369
2022-02-02 17:00:00;waterTemp;7.0840235
2022-02-02 17:15:00;waterTemp;7.0999999
2022-02-02 17:30:00;waterTemp;7.1840043
2022-02-02 17:45:00;waterTemp;7.1999998
2022-02-02 18:00:00;waterTemp;7.1999998
2022-02-02 18:15:00;waterTemp;7.1999998
2022-02-02 18:30:00;waterTemp;7.1999998
2022-02-02 18:45:00;waterTemp;7.1999998
2022-02-02 19:00:00;waterTemp;7.1999998
2022-02-02 19:15:00;waterTemp;7.1999998
2022-02-02 19:30:00;waterTemp;7.1666594
2022-02-02 19:45:00;waterTemp;7.1513543
2022-02-02 20:00:00;waterTemp;7.0999999
2022-02-02 20:15:00;waterTemp;7.0666642
2022-02-02 20:30:00;waterTemp;7.0182166
2022-02-02 20:45:00;waterTemp;7.0
2022-02-02 21:00:00;waterTemp;6.9852881
2022-02-02 21:15:00;waterTemp;6.9000001
2022-02-02 21:30:00;waterTemp;6.8328753
2022-02-02 21:45:00;waterTemp;6.8191032
2022-02-02 22:00:00;waterTemp;6.7857995
2022-02-02 22:15:00;waterTemp;6.7333336
2022-02-02 22:30:00;waterTemp;6.6666632
2022-02-02 22:45:00;waterTemp;6.6202073
2022-02-02 23:00:00;waterTemp;6.5666609
2022-02-02 23:15:00;waterTemp;6.5202322
2022-02-02 23:30:00;waterTemp;6.4873362
2022-02-02 23:45:00;waterTemp;6.4000001
2022-02-03 00:00:00;waterTemp;6.3540187
2022-02-03 00:15:00;waterTemp;6.2873673
2022-02-03 00:30:00;waterTemp;6.2333384
2022-02-03 00:45:00;waterTemp;6.1999998
2022-02-03 01:00:00;waterTemp;6.1546869
2022-02-03 01:15:00;waterTemp;6.0999999
2022-02-03 01:30:00;waterTemp;6.0883603
2022-02-03 01:45:00;waterTemp;6.0
2022-02-03 02:00:00;waterTemp;5.9666586
2022-02-03 02:15:00;waterTemp;5.9224453
2022-02-03 02:30:00;waterTemp;5.9000001
2022-02-03 02:45:00;waterTemp;5.8666644
2022-02-03 03:00:00;waterTemp;5.8234477
2022-02-03 03:15:00;waterTemp;5.8000002
2022-02-03 03:30:00;waterTemp;5.790225
2022-02-03 03:45:00;waterTemp;5.6999998
2022-02-03 04:00:00;waterTemp;5.6999998
2022-02-03 04:15:00;waterTemp;5.6574759
2022-02-03 04:30:00;waterTemp;5.5999999
2022-02-03 04:45:00;waterTemp;5.5574994
2022-02-03 05:00:00;waterTemp;5.5671511
2022-02-03 05:15:00;waterTemp;5.5
2022-02-03 05:30:00;waterTemp;5.5
2022-02-03 05:45:00;waterTemp;5.5
2022-02-03 06:00:00;waterTemp;5.4254394
2022-02-03 06:15:00;waterTemp;5.4000001
2022-02-03 06:30:00;waterTemp;5.3666625
2022-02-03 06:45:00;waterTemp;5.3254757
2022-02-03 07:00:00;waterTemp;5.3000002
2022-02-02 07:30:00;airTemp;11.1
2022-02-02 07:45:00;airTemp;11.091801
2022-02-02 08:00:00;airTemp;11.0
2022-02-02 08:15:00;airTemp;11.107103
2022-02-02 08:30:00;airTemp;11.032225
2022-02-02 08:45:00;airTemp;11.104846
2022-02-02 09:00:00;airTemp;11.204801
2022-02-02 09:15:00;airTemp;11.375128
2022-02-02 09:30:00;airTemp;11.577106
2022-02-02 09:45:00;airTemp;11.973256
2022-02-02 10:00:00;airTemp;12.338158
2022-02-02 10:15:00;airTemp;12.699667
2022-02-02 10:30:00;airTemp;12.99572
2022-02-02 10:45:00;airTemp;13.196264
2022-02-02 11:00:00;airTemp;13.621069
2022-02-02 11:15:00;airTemp;13.988965
2022-02-02 11:30:00;airTemp;14.318974
2022-02-02 11:45:00;airTemp;14.73747
2022-02-02 12:00:00;airTemp;15.019751
2022-02-02 12:15:00;airTemp;15.040758
2022-02-02 12:30:00;airTemp;14.908468
2022-02-02 12:45:00;airTemp;14.842913
2022-02-02 13:00:00;airTemp;14.629873
2022-02-02 13:15:00;airTemp;14.365541
2022-02-02 13:30:00;airTemp;14.033534
2022-02-02 13:45:00;airTemp;13.878473
2022-02-02 14:00:00;airTemp;13.747993
2022-02-02 14:15:00;airTemp;13.7
2022-02-02 14:30:00;airTemp;13.7
2022-02-02 14:45:00;airTemp;13.785301
2022-02-02 15:00:00;airTemp;13.8
2022-02-02 15:15:00;airTemp;13.74806
2022-02-02 15:30:00;airTemp;13.733339
2022-02-02 15:45:00;airTemp;13.682431
2022-02-02 16:00:00;airTemp;13.49821
2022-02-02 16:15:00;airTemp;13.247355
2022-02-02 16:30:00;airTemp;12.998408
2022-02-02 16:45:00;airTemp;12.815958
2022-02-02 17:00:00;airTemp;12.64792
2022-02-02 17:15:00;airTemp;12.431969
2022-02-02 17:30:00;airTemp;12.283538
2022-02-02 17:45:00;airTemp;12.133766
2022-02-02 18:00:00;airTemp;11.950229
2022-02-02 18:15:00;airTemp;11.850239
2022-02-02 18:30:00;airTemp;11.750403
2022-02-02 18:45:00;airTemp;11.617076
2022-02-02 19:00:00;airTemp;11.551312
2022-02-02 19:15:00;airTemp;11.451326
2022-02-02 19:30:00;airTemp;11.351338
2022-02-02 19:45:00;airTemp;11.284704
2022-02-02 20:00:00;airTemp;11.15153
2022-02-02 20:15:00;airTemp;11.05154
2022-02-02 20:30:00;airTemp;10.96666
2022-02-02 20:45:00;airTemp;10.918229
2022-02-02 21:00:00;airTemp;10.851945
2022-02-02 21:15:00;airTemp;10.8
2022-02-02 21:30:00;airTemp;10.718634
2022-02-02 21:45:00;airTemp;10.619097
2022-02-02 22:00:00;airTemp;10.552454
2022-02-02 22:15:00;airTemp;10.419717
2022-02-02 22:30:00;airTemp;10.353357
2022-02-02 22:45:00;airTemp;10.3
2022-02-02 23:00:00;airTemp;10.25355
2022-02-02 23:15:00;airTemp;10.140458
2022-02-02 23:30:00;airTemp;10.033758
2022-02-02 23:45:00;airTemp;10.0
2022-02-03 00:00:00;airTemp;9.9080257
2022-02-03 00:15:00;airTemp;9.7873611
2022-02-03 00:30:00;airTemp;9.7339497
2022-02-03 00:45:00;airTemp;9.6999998
2022-02-03 01:00:00;airTemp;9.6999998
2022-02-03 01:15:00;airTemp;9.6666594
2022-02-03 01:30:00;airTemp;9.6883545
2022-02-03 01:45:00;airTemp;9.633337
2022-02-03 02:00:00;airTemp;9.6000004
2022-02-03 02:15:00;airTemp;9.6000004
2022-02-03 02:30:00;airTemp;9.5666637
2022-02-03 02:45:00;airTemp;9.5224619
2022-02-03 03:00:00;airTemp;9.5
2022-02-03 03:15:00;airTemp;9.4234543
2022-02-03 03:30:00;airTemp;9.3999996
2022-02-03 03:45:00;airTemp;9.3666611
2022-02-03 04:00:00;airTemp;9.3235664
2022-02-03 04:15:00;airTemp;9.2574701
2022-02-03 04:30:00;airTemp;9.1999998
2022-02-03 04:45:00;airTemp;9.1574926
2022-02-03 05:00:00;airTemp;9.1000004
2022-02-03 05:15:00;airTemp;9.1000004
2022-02-03 05:30:00;airTemp;9.1000004
2022-02-03 05:45:00;airTemp;9.0246763
2022-02-03 06:00:00;airTemp;9.0
2022-02-03 06:15:00;airTemp;8.9666643
2022-02-03 06:30:00;airTemp;8.9254513
2022-02-03 06:45:00;airTemp;8.8999996
2022-02-03 07:00:00;airTemp;8.8999996
2022-02-03 18:30:00;waterTemp;7.3652735
2022-02-03 18:45:00;waterTemp;7.3000002
2022-02-03 19:00:00;waterTemp;7.2324347
2022-02-03 19:15:00;waterTemp;7.1324487
2022-02-03 19:30:00;waterTemp;7.0315919
2022-02-03 19:45:00;waterTemp;6.9000001
2022-02-03 20:00:00;waterTemp;6.8663712
2022-02-03 20:15:00;waterTemp;6.7663894
2022-02-03 20:30:00;waterTemp;6.6634817
2022-02-03 20:45:00;waterTemp;6.5698042
2022-02-03 21:00:00;waterTemp;6.4335632
2022-02-03 21:15:00;waterTemp;6.4000001
2022-02-03 21:30:00;waterTemp;6.3002405
2022-02-03 21:45:00;waterTemp;6.2002497
2022-02-03 22:00:00;waterTemp;6.1346016
2022-02-03 22:15:00;waterTemp;6.0679474
2022-02-03 22:30:00;waterTemp;6.0
2022-02-03 22:45:00;waterTemp;5.9013257
2022-02-03 23:00:00;waterTemp;5.8680162
2022-02-03 23:15:00;waterTemp;5.8000002
2022-02-03 23:30:00;waterTemp;5.735393
2022-02-03 23:45:00;waterTemp;5.6666613
2022-02-04 00:00:00;waterTemp;5.6020823
2022-02-04 00:15:00;waterTemp;5.5666628
2022-02-04 00:30:00;waterTemp;5.5024428
2022-02-04 00:45:00;waterTemp;5.5
2022-02-04 01:00:00;waterTemp;5.4700632
2022-02-04 01:15:00;waterTemp;5.4000001
2022-02-04 01:30:00;waterTemp;5.3666644
2022-02-04 01:45:00;waterTemp;5.3034248
2022-02-04 02:00:00;waterTemp;5.2666659
2022-02-04 02:15:00;waterTemp;5.2035589
2022-02-04 02:30:00;waterTemp;5.1999998
2022-02-04 02:45:00;waterTemp;5.1704001
2022-02-04 03:00:00;waterTemp;5.1666751
2022-02-04 03:15:00;waterTemp;5.0999999
2022-02-04 03:30:00;waterTemp;5.070518
2022-02-04 03:45:00;waterTemp;5.0
2022-02-04 04:00:00;waterTemp;5.0
2022-02-04 04:15:00;waterTemp;4.9426937
2022-02-04 04:30:00;waterTemp;4.9336362
2022-02-04 04:45:00;waterTemp;4.9903226
2022-02-04 05:00:00;waterTemp;4.8763881
2022-02-04 05:15:00;waterTemp;4.8000002
2022-02-04 05:30:00;waterTemp;4.8000002
2022-02-04 05:45:00;waterTemp;4.8000002
2022-02-04 06:00:00;waterTemp;4.77247
2022-02-04 06:15:00;waterTemp;4.6999998
2022-02-04 06:30:00;waterTemp;4.6999998
2022-02-04 06:45:00;waterTemp;4.6999998
2022-02-04 07:00:00;waterTemp;4.6999998
2022-02-04 07:15:00;waterTemp;4.6999998
2022-02-04 07:30:00;waterTemp;4.6735468
2022-02-04 07:45:00;waterTemp;4.6931143
2022-02-04 08:00:00;waterTemp;4.6735778
2022-02-04 08:15:00;waterTemp;4.6666741
2022-02-04 08:30:00;waterTemp;4.6666732
2022-02-04 08:45:00;waterTemp;4.6587315
2022-02-04 09:00:00;waterTemp;4.6666636
2022-02-04 09:15:00;waterTemp;4.6999998
2022-02-04 09:30:00;waterTemp;4.792038
2022-02-04 09:45:00;waterTemp;4.8506789
2022-02-04 10:00:00;waterTemp;5.1012926
2022-02-04 10:15:00;waterTemp;5.4000001
2022-02-04 10:30:00;waterTemp;5.4586372
2022-02-04 10:45:00;waterTemp;5.5
2022-02-04 11:00:00;waterTemp;5.5
2022-02-04 11:15:00;waterTemp;5.5242362
2022-02-04 11:30:00;waterTemp;5.5999999
2022-02-04 11:45:00;waterTemp;5.6242151
2022-02-04 12:00:00;waterTemp;5.6666627
2022-02-04 12:15:00;waterTemp;5.7239919
2022-02-04 12:30:00;waterTemp;5.8239818
2022-02-04 12:45:00;waterTemp;5.8906274
2022-02-04 13:00:00;waterTemp;6.023128
2022-02-04 13:15:00;waterTemp;6.123116
2022-02-04 13:30:00;waterTemp;6.1999998
2022-02-04 13:45:00;waterTemp;6.2897682
2022-02-04 14:00:00;waterTemp;6.1948061
2022-02-04 14:15:00;waterTemp;5.6104507
2022-02-04 14:30:00;waterTemp;5.5999999
2022-02-04 14:45:00;waterTemp;5.5999999
2022-02-04 15:00:00;waterTemp;5.6220107
2022-02-04 15:15:00;waterTemp;5.7773294
2022-02-04 15:30:00;waterTemp;6.0106387
2022-02-04 15:45:00;waterTemp;6.1219773
2022-02-04 16:00:00;waterTemp;6.2551036
2022-02-04 16:15:00;waterTemp;6.3550944
2022-02-04 16:30:00;waterTemp;6.4217477
2022-02-04 16:45:00;waterTemp;6.5
2022-02-04 17:00:00;waterTemp;6.5
2022-02-04 17:15:00;waterTemp;6.5
2022-02-04 17:30:00;waterTemp;6.5542054
2022-02-04 17:45:00;waterTemp;6.5999999
2022-02-04 18:00:00;waterTemp;6.5999999
2022-02-04 18:15:00;waterTemp;6.5999999
2022-02-03 18:30:00;airTemp;11.430533
2022-02-03 18:45:00;airTemp;11.196312
2022-02-03 19:00:00;airTemp;10.931536
2022-02-03 19:15:00;airTemp;10.731561
2022-02-03 19:30:00;airTemp;10.531578
2022-02-03 19:45:00;airTemp;10.33215
2022-02-03 20:00:00;airTemp;10.166365
2022-02-03 20:15:00;airTemp;10.066383
2022-02-03 20:30:00;airTemp;9.9278612
2022-02-03 20:45:00;airTemp;9.8049202
2022-02-03 21:00:00;airTemp;9.6668806
2022-02-03 21:15:00;airTemp;9.633563
2022-02-03 21:30:00;airTemp;9.5335712
2022-02-03 21:45:00;airTemp;9.4345846
2022-02-03 22:00:00;airTemp;9.366663
2022-02-03 22:15:00;airTemp;9.3012714
2022-02-03 22:30:00;airTemp;9.2012787
2022-02-03 22:45:00;airTemp;9.1999998
2022-02-03 23:00:00;airTemp;9.1346684
2022-02-03 23:15:00;airTemp;9.1000004
2022-02-03 23:30:00;airTemp;9.0666618
2022-02-03 23:45:00;airTemp;9.0353985
2022-02-04 00:00:00;airTemp;9.0
2022-02-04 00:15:00;airTemp;8.9666624
2022-02-04 00:30:00;airTemp;8.9666605
2022-02-04 00:45:00;airTemp;8.9024553
2022-02-04 01:00:00;airTemp;8.8999996
2022-02-04 01:15:00;airTemp;8.8367348
2022-02-04 01:30:00;airTemp;8.8000002
2022-02-04 01:45:00;airTemp;8.8000002
2022-02-04 02:00:00;airTemp;8.7666655
2022-02-04 02:15:00;airTemp;8.7035532
2022-02-04 02:30:00;airTemp;8.6999998
2022-02-04 02:45:00;airTemp;8.6703939
2022-02-04 03:00:00;airTemp;8.6666746
2022-02-04 03:15:00;airTemp;8.6666737
2022-02-04 03:30:00;airTemp;8.6000004
2022-02-04 03:45:00;airTemp;8.6000004
2022-02-04 04:00:00;airTemp;8.6000004
2022-02-04 04:15:00;airTemp;8.5713406
2022-02-04 04:30:00;airTemp;8.5
2022-02-04 04:45:00;airTemp;8.5333395
2022-02-04 05:00:00;airTemp;8.5
2022-02-04 05:15:00;airTemp;8.5
2022-02-04 05:30:00;airTemp;8.4724445
2022-02-04 05:45:00;airTemp;8.4333353
2022-02-04 06:00:00;airTemp;8.3999996
2022-02-04 06:15:00;airTemp;8.3999996
2022-02-04 06:30:00;airTemp;8.3999996
2022-02-04 06:45:00;airTemp;8.3999996
2022-02-04 07:00:00;airTemp;8.3999996
2022-02-04 07:15:00;airTemp;8.3733253
2022-02-04 07:30:00;airTemp;8.3933325
2022-02-04 07:45:00;airTemp;8.3999996
2022-02-04 08:00:00;airTemp;8.3999996
2022-02-04 08:15:00;airTemp;8.4255905
2022-02-04 08:30:00;airTemp;8.5
2022-02-04 08:45:00;airTemp;8.5254002
2022-02-04 09:00:00;airTemp;8.5666637
2022-02-04 09:15:00;airTemp;8.684103
2022-02-04 09:30:00;airTemp;8.8253717
2022-02-04 09:45:00;airTemp;8.9586964
2022-02-04 10:00:00;airTemp;9.1173449
2022-02-04 10:15:00;airTemp;9.2839804
2022-02-04 10:30:00;airTemp;9.4586468
2022-02-04 10:45:00;airTemp;9.6738834
2022-02-04 11:00:00;airTemp;9.9818983
2022-02-04 11:15:00;airTemp;10.11518
2022-02-04 11:30:00;airTemp;10.290903
2022-02-04 11:45:00;airTemp;10.333338
2022-02-04 12:00:00;airTemp;10.390884
2022-02-04 12:15:00;airTemp;10.490872
2022-02-04 12:30:00;airTemp;10.647986
2022-02-04 12:45:00;airTemp;10.814621
2022-02-04 13:00:00;airTemp;10.980435
2022-02-04 13:15:00;airTemp;11.066664
2022-02-04 13:30:00;airTemp;11.123114
2022-02-04 13:45:00;airTemp;11.110225
2022-02-04 14:00:00;airTemp;11.1
2022-02-04 14:15:00;airTemp;11.156218
2022-02-04 14:30:00;airTemp;11.256211
2022-02-04 14:45:00;airTemp;11.300005
2022-02-04 15:00:00;airTemp;11.37737
2022-02-04 15:15:00;airTemp;11.577345
2022-02-04 15:30:00;airTemp;11.7
2022-02-04 15:45:00;airTemp;11.7
2022-02-04 16:00:00;airTemp;11.644688
2022-02-04 16:15:00;airTemp;11.578233
2022-02-04 16:30:00;airTemp;11.5
2022-02-04 16:45:00;airTemp;11.5
2022-02-04 17:00:00;airTemp;11.391522
2022-02-04 17:15:00;airTemp;11.212435
2022-02-04 17:30:00;airTemp;11.145788
2022-02-04 17:45:00;airTemp;11.1
2022-02-04 18:00:00;airTemp;11.079346
2022-02-04 18:15:00;airTemp;10.94602
2022-02-04 18:30:00;waterTemp;6.5793724
2022-02-04 18:45:00;waterTemp;6.5
2022-02-04 19:00:00;waterTemp;6.4468803
2022-02-04 19:15:00;waterTemp;6.3802295
2022-02-04 19:30:00;waterTemp;6.2469034
2022-02-04 19:45:00;waterTemp;6.0604868
2022-02-04 20:00:00;waterTemp;5.8942451
2022-02-04 20:15:00;waterTemp;5.7276044
2022-02-04 20:30:00;waterTemp;5.5276184
2022-02-04 20:45:00;waterTemp;5.3276358
2022-02-04 21:00:00;waterTemp;5.0945058
2022-02-04 21:15:00;waterTemp;4.8417964
2022-02-04 21:30:00;waterTemp;4.561223
2022-02-04 21:45:00;waterTemp;4.3626437
2022-02-04 22:00:00;waterTemp;4.1626601
2022-02-04 22:15:00;waterTemp;3.9626796
2022-02-04 22:30:00;waterTemp;3.7965367
2022-02-04 22:45:00;waterTemp;3.5970402
2022-02-04 23:00:00;waterTemp;3.4304097
2022-02-04 23:15:00;waterTemp;3.2491004
2022-02-04 23:30:00;waterTemp;3.0982194
2022-02-04 23:45:00;waterTemp;2.9491217
2022-02-05 00:00:00;waterTemp;2.7987511
2022-02-05 00:15:00;waterTemp;2.6496341
2022-02-05 00:30:00;waterTemp;2.5496438
2022-02-05 00:45:00;waterTemp;2.3326347
2022-02-05 01:00:00;waterTemp;2.2502093
2022-02-05 01:15:00;waterTemp;2.1168828
2022-02-05 01:30:00;waterTemp;2.0004663
2022-02-05 01:45:00;waterTemp;1.8835804
2022-02-05 02:00:00;waterTemp;3.3589268
2022-02-05 02:15:00;waterTemp;5.0697064
2022-02-05 02:30:00;waterTemp;4.4204874
2022-02-05 02:45:00;waterTemp;4.0386338
2022-02-05 03:00:00;waterTemp;4.4146266
2022-02-05 03:15:00;waterTemp;5.0900817
2022-02-05 03:30:00;waterTemp;4.4101038
2022-02-05 03:45:00;waterTemp;3.9407635
2022-02-05 04:00:00;waterTemp;4.3071852
2022-02-05 04:15:00;waterTemp;5.0075231
2022-02-05 04:30:00;waterTemp;4.3479452
2022-02-05 04:45:00;waterTemp;3.8764541
2022-02-05 05:00:00;waterTemp;4.1988497
2022-02-05 05:15:00;waterTemp;4.9993706
2022-02-05 05:30:00;waterTemp;4.2861638
2022-02-05 05:45:00;waterTemp;3.7797012
2022-02-05 06:00:00;waterTemp;4.119216
2022-02-05 06:15:00;waterTemp;4.8677411
2022-02-05 06:30:00;waterTemp;4.2213449
2022-02-05 06:45:00;waterTemp;3.7142758
2022-02-05 07:00:00;waterTemp;4.0823531
2022-02-05 07:15:00;waterTemp;4.8732824
2022-02-05 07:30:00;waterTemp;4.1493535
2022-02-05 07:45:00;waterTemp;3.6520474
2022-02-05 08:00:00;waterTemp;3.9677429
2022-02-05 08:15:00;waterTemp;4.7188177
2022-02-05 08:30:00;waterTemp;4.2194567
2022-02-04 18:30:00;airTemp;10.758722
2022-02-04 18:45:00;airTemp;10.538465
2022-02-04 19:00:00;airTemp;10.240618
2022-02-04 19:15:00;airTemp;9.8875408
2022-02-04 19:30:00;airTemp;9.4344807
2022-02-04 19:45:00;airTemp;8.9345217
2022-02-04 20:00:00;airTemp;8.5746851
2022-02-04 20:15:00;airTemp;8.2218456
2022-02-04 20:30:00;airTemp;7.8414054
2022-02-04 20:45:00;airTemp;7.5219107
2022-02-04 21:00:00;airTemp;7.208415
2022-02-04 21:15:00;airTemp;6.8945184
2022-02-04 21:30:00;airTemp;6.5557547
2022-02-04 21:45:00;airTemp;6.2439518
2022-02-04 22:00:00;airTemp;5.9959855
2022-02-04 22:15:00;airTemp;5.7106719
2022-02-04 22:30:00;airTemp;5.4448791
2022-02-04 22:45:00;airTemp;5.1455388
2022-02-04 23:00:00;airTemp;4.8122473
2022-02-04 23:15:00;airTemp;4.5643029
2022-02-04 23:30:00;airTemp;4.4157648
2022-02-04 23:45:00;airTemp;4.2982259
2022-02-05 00:00:00;airTemp;4.1157875
2022-02-05 00:15:00;airTemp;4.0162878
2022-02-05 00:30:00;airTemp;3.8992743
2022-02-05 00:45:00;airTemp;3.8
2022-02-05 01:00:00;airTemp;3.7502027
2022-02-05 01:15:00;airTemp;3.6835523
2022-02-05 01:30:00;airTemp;3.5999999
2022-02-05 01:45:00;airTemp;3.5004764
2022-02-05 02:00:00;airTemp;3.3840721
2022-02-05 02:15:00;airTemp;3.3
2022-02-05 02:30:00;airTemp;3.2333255
2022-02-05 02:45:00;airTemp;3.2179818
2022-02-05 03:00:00;airTemp;3.1026545
2022-02-05 03:15:00;airTemp;2.9666634
2022-02-05 03:30:00;airTemp;2.9180157
2022-02-05 03:45:00;airTemp;2.8518512
2022-02-05 04:00:00;airTemp;2.8
2022-02-05 04:15:00;airTemp;2.7666593
2022-02-05 04:30:00;airTemp;2.7190926
2022-02-05 04:45:00;airTemp;2.6524415
2022-02-05 05:00:00;airTemp;2.5999999
2022-02-05 05:15:00;airTemp;2.5999999
2022-02-05 05:30:00;airTemp;2.5999999
2022-02-05 05:45:00;airTemp;2.5666633
2022-02-05 06:00:00;airTemp;2.5199299
2022-02-05 06:15:00;airTemp;2.4070783
2022-02-05 06:30:00;airTemp;2.3
2022-02-05 06:45:00;airTemp;2.3
2022-02-05 07:00:00;airTemp;2.2877805
2022-02-05 07:15:00;airTemp;2.2
2022-02-05 07:30:00;airTemp;2.2
2022-02-05 07:45:00;airTemp;2.2453291
2022-02-05 08:00:00;airTemp;2.3906434
2022-02-05 08:15:00;airTemp;2.6239471
2022-02-05 08:30:00;airTemp;3.0159883
2022-02-05 15:30:00;waterTemp;6.6968412
2022-02-05 15:45:00;waterTemp;6.9809351
2022-02-05 16:00:00;waterTemp;7.1733994
2022-02-05 16:15:00;waterTemp;6.6455421
2022-02-05 16:30:00;waterTemp;5.9795732
2022-02-05 16:45:00;waterTemp;6.0999999
2022-02-05 17:00:00;waterTemp;6.060246
2022-02-05 17:15:00;waterTemp;5.887176
2022-02-05 17:30:00;waterTemp;5.7279134
2022-02-05 17:45:00;waterTemp;5.627923
2022-02-05 18:00:00;waterTemp;5.5226507
2022-02-05 18:15:00;waterTemp;5.3613396
2022-02-05 18:30:00;waterTemp;5.2227001
2022-02-05 18:45:00;waterTemp;5.0280981
2022-02-05 19:00:00;waterTemp;4.8191786
2022-02-05 19:15:00;waterTemp;4.5905948
2022-02-05 19:30:00;waterTemp;4.4624333
2022-02-05 19:45:00;waterTemp;4.3624477
2022-02-05 20:00:00;waterTemp;4.2249255
2022-02-05 20:15:00;waterTemp;4.0624709
