date;Evènement;Etat
2022-01-15 08:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-15 08:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-15 08:38:00;Changement état de hivernage;3 inconnu
2022-01-15 08:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-15 09:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-15 09:23:00;Changement état de hivernage;4 inconnu
2022-01-15 09:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-15 09:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-15 09:38:00;Changement état de hivernage;3 inconnu
2022-01-15 09:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-15 09:53:20;Changement d’état de la filtration;2 Marche manuel ON
2022-01-15 09:53:20;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-15 09:56:35;Changement état de hivernage;2 Actif activé
2022-01-15 10:25:38;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-15 10:25:39;Changement d’état de la filtration;-3 Arrêt pause filtration
2022-01-15 10:28:45;Changement d’état de la filtration;-2 Arrêt manuel OFF
2022-01-15 10:29:10;Changement d’état de la filtration;2 Marche manuel ON
2022-01-15 10:29:10;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-15 10:29:14;Changement d’état de la filtration;-3 Arrêt pause filtration
2022-01-15 10:29:14;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-15 10:41:48;Changement d’état de la filtration;2 Marche manuel ON
2022-01-15 10:41:48;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-15 10:41:57;Changement d’état de la filtration;-3 Arrêt pause filtration
2022-01-15 10:41:57;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-15 10:48:16;Changement d’état de la filtration;2 Marche manuel ON
2022-01-15 10:48:16;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-15 11:06:39;Changement d’état de la filtration;-3 Arrêt pause filtration
2022-01-15 11:06:39;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-15 11:09:47;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-15 11:09:48;Changement d’état de la filtration;2 Marche manuel ON
2022-01-15 14:47:18;Changement d’état de la filtration;-3 Arrêt pause filtration
2022-01-15 14:47:18;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-15 14:53:56;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-15 14:53:57;Changement d’état de la filtration;2 Marche manuel ON
2022-01-15 15:13:17;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-15 15:13:18;Changement d’état de la filtration;-3 Arrêt pause filtration
2022-01-15 15:13:25;Changement d’état de la filtration;2 Marche manuel ON
2022-01-15 15:13:25;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-15 15:13:38;Changement d’état de la filtration;-3 Arrêt pause filtration
2022-01-15 15:13:38;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-15 15:16:35;Changement d’état de la filtration;2 Marche manuel ON
2022-01-15 15:16:35;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-15 16:47:35;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-15 16:47:35;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-15 20:33:42;Changement d’état de la filtration;5 Marche hivernage
2022-01-15 20:33:42;Changement état de hivernage;4 inconnu
2022-01-15 20:33:42;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-15 20:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-15 20:38:00;Changement état de hivernage;3 inconnu
2022-01-15 20:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-15 21:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-15 21:23:00;Changement état de hivernage;4 inconnu
2022-01-15 21:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-15 21:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-15 21:38:00;Changement état de hivernage;3 inconnu
2022-01-15 21:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-15 22:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-15 22:23:00;Changement état de hivernage;4 inconnu
2022-01-15 22:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-15 22:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-15 22:38:00;Changement état de hivernage;3 inconnu
2022-01-15 22:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-15 23:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-15 23:23:00;Changement état de hivernage;4 inconnu
2022-01-15 23:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-15 23:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-15 23:38:00;Changement état de hivernage;3 inconnu
2022-01-15 23:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-16 00:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-16 00:23:00;Changement état de hivernage;4 inconnu
2022-01-16 00:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-16 00:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-16 00:38:00;Changement état de hivernage;3 inconnu
2022-01-16 00:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-16 01:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-16 01:23:00;Changement état de hivernage;4 inconnu
2022-01-16 01:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-16 01:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-16 01:38:00;Changement état de hivernage;3 inconnu
2022-01-16 01:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-16 02:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-16 02:23:00;Changement état de hivernage;4 inconnu
2022-01-16 02:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-16 02:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-16 02:38:00;Changement état de hivernage;3 inconnu
2022-01-16 02:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-16 03:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-16 03:23:00;Changement état de hivernage;4 inconnu
2022-01-16 03:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-16 03:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-16 03:38:00;Changement état de hivernage;3 inconnu
2022-01-16 03:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-16 04:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-16 04:23:00;Changement état de hivernage;4 inconnu
2022-01-16 04:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-16 04:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-16 04:38:00;Changement état de hivernage;3 inconnu
2022-01-16 04:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-16 05:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-16 05:23:00;Changement état de hivernage;4 inconnu
2022-01-16 05:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-16 05:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-16 05:38:00;Changement état de hivernage;3 inconnu
2022-01-16 05:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-16 06:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-16 06:23:00;Changement état de hivernage;4 inconnu
2022-01-16 06:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-16 06:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-16 06:38:00;Changement état de hivernage;3 inconnu
2022-01-16 06:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-16 07:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-16 07:23:00;Changement état de hivernage;4 inconnu
2022-01-16 07:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-16 07:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-16 07:38:00;Changement état de hivernage;3 inconnu
2022-01-16 07:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-16 08:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-16 08:23:00;Changement état de hivernage;4 inconnu
2022-01-16 08:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-16 08:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-16 08:38:00;Changement état de hivernage;3 inconnu
2022-01-16 08:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-16 09:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-16 09:23:00;Changement état de hivernage;4 inconnu
2022-01-16 09:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-16 09:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-16 09:38:00;Changement état de hivernage;3 inconnu
2022-01-16 09:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-16 10:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-01-16 10:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-16 10:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-16 10:23:00;Changement état de hivernage;4 inconnu
2022-01-16 10:38:00;Changement d’état de la filtration;1 Marche AUTO
2022-01-16 10:38:00;Changement état de hivernage;3 inconnu
2022-01-16 11:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-16 11:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-16 11:07:09;Changement état de hivernage;2 Actif activé
2022-01-16 14:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-01-16 14:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-16 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-16 15:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-17 10:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-01-17 10:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-17 11:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-17 11:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-17 14:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-01-17 14:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-17 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-17 15:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-18 07:40:36;Changement d’état de la filtration;2 Marche manuel ON
2022-01-18 07:40:36;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-18 07:42:02;Changement d’état de la filtration;-2 Arrêt manuel OFF
2022-01-18 07:42:02;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-18 07:42:10;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-18 10:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-01-18 10:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-18 11:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-18 11:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-18 14:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-01-18 14:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-18 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-18 15:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-19 10:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-01-19 10:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-19 11:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-19 11:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-19 14:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-01-19 14:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-19 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-19 15:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-20 10:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-01-20 10:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-20 11:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-20 11:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-20 14:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-01-20 14:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-20 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-20 15:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-20 21:44:27;Changement état de hivernage;3 inconnu
2022-01-20 22:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-20 22:23:00;Changement état de hivernage;4 inconnu
2022-01-20 22:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-20 22:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-20 22:38:00;Changement état de hivernage;3 inconnu
2022-01-20 22:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-20 23:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-20 23:23:00;Changement état de hivernage;4 inconnu
2022-01-20 23:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-20 23:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-20 23:38:00;Changement état de hivernage;3 inconnu
2022-01-20 23:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-21 00:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-21 00:23:00;Changement état de hivernage;4 inconnu
2022-01-21 00:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-21 00:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-21 00:38:00;Changement état de hivernage;3 inconnu
2022-01-21 00:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-21 01:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-21 01:23:00;Changement état de hivernage;4 inconnu
2022-01-21 01:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-21 01:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-21 01:38:00;Changement état de hivernage;3 inconnu
2022-01-21 01:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-21 02:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-21 02:23:00;Changement état de hivernage;4 inconnu
2022-01-21 02:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-21 02:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-21 02:38:00;Changement état de hivernage;3 inconnu
2022-01-21 02:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-21 03:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-21 03:23:00;Changement état de hivernage;4 inconnu
2022-01-21 03:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-21 03:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-21 03:38:00;Changement état de hivernage;3 inconnu
2022-01-21 03:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-21 04:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-21 04:23:00;Changement état de hivernage;4 inconnu
2022-01-21 04:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-21 04:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-21 04:38:00;Changement état de hivernage;3 inconnu
2022-01-21 04:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-21 05:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-21 05:23:00;Changement état de hivernage;4 inconnu
2022-01-21 05:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-21 05:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-21 05:38:00;Changement état de hivernage;3 inconnu
2022-01-21 05:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-21 06:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-21 06:23:00;Changement état de hivernage;4 inconnu
2022-01-21 06:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-21 06:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-21 06:38:00;Changement état de hivernage;3 inconnu
2022-01-21 06:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-21 07:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-21 07:23:00;Changement état de hivernage;4 inconnu
2022-01-21 07:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-21 07:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-21 07:38:00;Changement état de hivernage;3 inconnu
2022-01-21 07:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-21 08:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-21 08:23:00;Changement état de hivernage;4 inconnu
2022-01-21 08:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-21 08:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-21 08:38:00;Changement état de hivernage;3 inconnu
2022-01-21 08:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-21 09:20:43;Changement état de hivernage;2 Actif activé
2022-01-21 10:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-01-21 10:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-21 11:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-21 11:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-21 14:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-01-21 14:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-21 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-21 15:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-21 21:58:27;Changement état de hivernage;3 inconnu
2022-01-21 22:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-21 22:23:00;Changement état de hivernage;4 inconnu
2022-01-21 22:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-21 22:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-21 22:38:00;Changement état de hivernage;3 inconnu
2022-01-21 22:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-21 23:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-21 23:23:00;Changement état de hivernage;4 inconnu
2022-01-21 23:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-21 23:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-21 23:38:00;Changement état de hivernage;3 inconnu
2022-01-21 23:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-22 00:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-22 00:23:00;Changement état de hivernage;4 inconnu
2022-01-22 00:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-22 00:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-22 00:38:00;Changement état de hivernage;3 inconnu
2022-01-22 00:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-22 01:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-22 01:23:00;Changement état de hivernage;4 inconnu
2022-01-22 01:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-22 01:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-22 01:38:00;Changement état de hivernage;3 inconnu
2022-01-22 01:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-22 02:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-22 02:23:00;Changement état de hivernage;4 inconnu
2022-01-22 02:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-22 02:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-22 02:38:00;Changement état de hivernage;3 inconnu
2022-01-22 02:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-22 03:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-22 03:23:00;Changement état de hivernage;4 inconnu
2022-01-22 03:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-22 03:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-22 03:38:00;Changement état de hivernage;3 inconnu
2022-01-22 03:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-22 04:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-22 04:23:00;Changement état de hivernage;4 inconnu
2022-01-22 04:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-22 04:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-22 04:38:00;Changement état de hivernage;3 inconnu
2022-01-22 04:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-22 05:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-22 05:23:00;Changement état de hivernage;4 inconnu
2022-01-22 05:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-22 05:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-22 05:38:00;Changement état de hivernage;3 inconnu
2022-01-22 05:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-22 06:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-22 06:23:00;Changement état de hivernage;4 inconnu
2022-01-22 06:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-22 06:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-22 06:38:00;Changement état de hivernage;3 inconnu
2022-01-22 06:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-22 07:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-22 07:23:00;Changement état de hivernage;4 inconnu
2022-01-22 07:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-22 07:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-22 07:38:00;Changement état de hivernage;3 inconnu
2022-01-22 07:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-22 08:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-22 08:23:00;Changement état de hivernage;4 inconnu
2022-01-22 08:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-22 08:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-22 08:38:00;Changement état de hivernage;3 inconnu
2022-01-22 08:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-22 09:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-22 09:23:00;Changement état de hivernage;4 inconnu
2022-01-22 09:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-22 09:24:19;Changement état de hivernage;2 Actif activé
2022-01-22 09:24:20;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-22 09:24:20;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-22 10:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-01-22 10:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-22 11:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-22 11:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-22 14:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-01-22 14:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-22 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-22 15:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-23 10:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-01-23 10:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-23 11:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-23 11:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-23 14:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-01-23 14:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-23 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-23 15:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-23 21:06:26;Changement état de hivernage;3 inconnu
2022-01-23 21:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-23 21:23:00;Changement état de hivernage;4 inconnu
2022-01-23 21:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-23 21:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-23 21:38:00;Changement état de hivernage;3 inconnu
2022-01-23 21:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-23 22:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-23 22:23:00;Changement état de hivernage;4 inconnu
2022-01-23 22:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-23 22:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-23 22:38:00;Changement état de hivernage;3 inconnu
2022-01-23 22:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-23 23:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-23 23:23:00;Changement état de hivernage;4 inconnu
2022-01-23 23:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-23 23:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-23 23:38:00;Changement état de hivernage;3 inconnu
2022-01-23 23:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-24 00:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-24 00:23:00;Changement état de hivernage;4 inconnu
2022-01-24 00:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-24 00:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-24 00:38:00;Changement état de hivernage;3 inconnu
2022-01-24 00:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-24 01:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-24 01:23:00;Changement état de hivernage;4 inconnu
2022-01-24 01:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-24 01:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-24 01:38:00;Changement état de hivernage;3 inconnu
2022-01-24 01:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-24 02:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-24 02:23:00;Changement état de hivernage;4 inconnu
2022-01-24 02:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-24 02:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-24 02:38:00;Changement état de hivernage;3 inconnu
2022-01-24 02:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-24 03:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-24 03:23:00;Changement état de hivernage;4 inconnu
2022-01-24 03:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-01-24 03:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-01-24 03:38:00;Changement état de hivernage;3 inconnu
2022-01-24 03:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-01-24 04:23:00;Changement d’état de la filtration;5 Marche hivernage
2022-01-24 04:23:00;Changement état de hivernage;4 inconnu
