date;Evènement;Etat
2022-02-23 14:00:11;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-23 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-23 15:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-24 10:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-02-24 10:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-24 11:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-24 11:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-24 13:43:03;Changement d’état de la filtration;2 Marche manuel ON
2022-02-24 13:43:03;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-02-24 13:43:09;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-24 13:44:25;Changement d’état de la filtration;1 Marche AUTO
2022-02-24 16:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-24 16:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-25 03:01:03;Changement état de hivernage;3 inconnu
2022-02-25 03:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-02-25 03:03:07;Changement état de hivernage;4 inconnu
2022-02-25 03:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-25 03:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-25 03:18:07;Changement état de hivernage;3 inconnu
2022-02-25 03:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-25 04:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-02-25 04:03:07;Changement état de hivernage;4 inconnu
2022-02-25 04:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-25 04:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-25 04:18:07;Changement état de hivernage;3 inconnu
2022-02-25 04:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-25 05:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-02-25 05:03:07;Changement état de hivernage;4 inconnu
2022-02-25 05:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-25 05:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-25 05:18:07;Changement état de hivernage;3 inconnu
2022-02-25 05:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-25 06:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-02-25 06:03:07;Changement état de hivernage;4 inconnu
2022-02-25 06:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-25 06:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-25 06:18:07;Changement état de hivernage;3 inconnu
2022-02-25 06:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-25 07:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-02-25 07:03:07;Changement état de hivernage;4 inconnu
2022-02-25 07:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-25 07:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-25 07:18:07;Changement état de hivernage;3 inconnu
2022-02-25 07:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-25 07:38:22;Changement d’état de la filtration;2 Marche manuel ON
2022-02-25 07:38:22;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-25 07:38:56;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-25 07:38:56;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-25 08:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-02-25 08:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-25 08:01:24;Changement état de hivernage;2 Actif activé
2022-02-25 11:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-25 11:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-25 13:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-02-25 13:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-02-25 13:00:06;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-25 16:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-25 16:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-26 00:11:57;Changement d’état de la filtration;5 Marche hivernage
2022-02-26 00:11:57;Changement état de hivernage;4 inconnu
2022-02-26 00:11:57;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-26 00:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-26 00:18:07;Changement état de hivernage;3 inconnu
2022-02-26 00:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-26 01:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-02-26 01:03:07;Changement état de hivernage;4 inconnu
2022-02-26 01:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-26 01:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-26 01:18:07;Changement état de hivernage;3 inconnu
2022-02-26 01:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-26 02:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-02-26 02:03:07;Changement état de hivernage;4 inconnu
2022-02-26 02:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-26 02:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-26 02:18:07;Changement état de hivernage;3 inconnu
2022-02-26 02:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-26 03:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-02-26 03:03:07;Changement état de hivernage;4 inconnu
2022-02-26 03:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-26 03:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-26 03:18:07;Changement état de hivernage;3 inconnu
2022-02-26 03:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-26 04:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-02-26 04:03:07;Changement état de hivernage;4 inconnu
2022-02-26 04:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-26 04:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-26 04:18:07;Changement état de hivernage;3 inconnu
2022-02-26 04:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-26 05:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-02-26 05:03:07;Changement état de hivernage;4 inconnu
2022-02-26 05:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-26 05:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-26 05:18:07;Changement état de hivernage;3 inconnu
2022-02-26 05:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-26 06:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-02-26 06:03:07;Changement état de hivernage;4 inconnu
2022-02-26 06:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-26 06:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-26 06:18:07;Changement état de hivernage;3 inconnu
2022-02-26 06:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-26 07:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-02-26 07:03:07;Changement état de hivernage;4 inconnu
2022-02-26 07:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-26 07:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-26 07:18:07;Changement état de hivernage;3 inconnu
2022-02-26 07:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-26 08:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-02-26 08:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-26 08:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-02-26 08:03:07;Changement état de hivernage;4 inconnu
2022-02-26 08:05:20;Changement état de hivernage;2 Actif activé
2022-02-26 08:05:21;Changement d’état de la filtration;1 Marche AUTO
2022-02-26 10:42:43;Changement d’état de la filtration;-3 Arrêt pause filtration
2022-02-26 10:42:43;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-26 10:46:04;Changement d’état de la filtration;1 Marche AUTO
2022-02-26 10:46:04;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-26 11:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-26 11:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-26 11:08:51;Changement d’état de la filtration;2 Marche manuel ON
2022-02-26 11:08:51;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-26 11:10:58;Changement d’état de la filtration;-2 Arrêt manuel OFF
2022-02-26 11:10:58;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-26 11:11:18;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-26 13:33:15;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-02-26 13:33:16;Changement d’état de la filtration;1 Marche AUTO
2022-02-26 13:33:23;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-26 13:33:23;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-26 14:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-02-26 14:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-26 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-26 15:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-27 01:36:11;Changement état de hivernage;3 inconnu
2022-02-27 02:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-02-27 02:03:07;Changement état de hivernage;4 inconnu
2022-02-27 02:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-27 02:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-27 02:18:07;Changement état de hivernage;3 inconnu
2022-02-27 02:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-27 03:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-02-27 03:03:07;Changement état de hivernage;4 inconnu
2022-02-27 03:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-27 03:03:38;Changement d’état de la filtration;-1 Arrêt Sécurité
2022-02-27 03:03:38;Changement d’état du système de chauffage;-1 Arrêt Sécurité
2022-02-27 03:03:38;Changement d’état de la commande de pompe de chauffage;-1 Arrêt Sécurité
2022-02-27 03:03:38;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-27 03:18:07;Changement état de hivernage;3 inconnu
2022-02-27 04:03:07;Changement état de hivernage;4 inconnu
2022-02-27 04:18:07;Changement état de hivernage;3 inconnu
2022-02-27 05:03:07;Changement état de hivernage;4 inconnu
2022-02-27 05:18:07;Changement état de hivernage;3 inconnu
2022-02-27 06:03:07;Changement état de hivernage;4 inconnu
2022-02-27 06:18:07;Changement état de hivernage;3 inconnu
2022-02-27 07:03:07;Changement état de hivernage;4 inconnu
2022-02-27 07:15:58;Changement d’état de la filtration;5 Marche hivernage
2022-02-27 07:15:58;Changement d’état de la NCC;-2 inconnu
2022-02-27 07:15:58;Changement d’état du système de chauffage;-6 Arrêt hivernage en cours
2022-02-27 07:15:58;Changement d’état de la commande de pompe de chauffage;0 Arrêt AUTO
2022-02-27 07:15:58;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-27 07:15:59;Changement d’état de la NCC;-1 Arrêt securite
2022-02-27 07:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-27 07:18:07;Changement état de hivernage;3 inconnu
2022-02-27 07:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-27 08:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-02-27 08:03:07;Changement état de hivernage;4 inconnu
2022-02-27 08:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-27 08:05:32;Changement état de hivernage;2 Actif activé
2022-02-27 08:05:33;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-27 08:05:33;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-27 10:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-02-27 10:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-27 11:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-27 11:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-27 13:37:59;Changement d’état de la filtration;1 Marche AUTO
2022-02-27 13:37:59;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-02-27 13:38:06;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-27 13:38:06;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-27 14:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-02-27 14:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-27 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-27 15:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-28 01:00:24;Changement état de hivernage;3 inconnu
2022-02-28 01:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-02-28 01:03:07;Changement état de hivernage;4 inconnu
2022-02-28 01:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-28 01:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-28 01:18:07;Changement état de hivernage;3 inconnu
2022-02-28 01:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-28 02:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-02-28 02:03:07;Changement état de hivernage;4 inconnu
2022-02-28 02:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-28 02:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-28 02:18:07;Changement état de hivernage;3 inconnu
2022-02-28 02:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-28 03:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-02-28 03:03:07;Changement état de hivernage;4 inconnu
2022-02-28 03:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-28 03:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-28 03:18:07;Changement état de hivernage;3 inconnu
2022-02-28 03:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-28 04:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-02-28 04:03:07;Changement état de hivernage;4 inconnu
2022-02-28 04:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-28 04:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-28 04:18:07;Changement état de hivernage;3 inconnu
2022-02-28 04:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-28 05:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-02-28 05:03:07;Changement état de hivernage;4 inconnu
2022-02-28 05:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-28 05:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-28 05:18:07;Changement état de hivernage;3 inconnu
2022-02-28 05:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-28 06:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-02-28 06:03:07;Changement état de hivernage;4 inconnu
2022-02-28 06:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-28 06:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-28 06:18:07;Changement état de hivernage;3 inconnu
2022-02-28 06:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-28 07:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-02-28 07:03:07;Changement état de hivernage;4 inconnu
2022-02-28 07:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-28 07:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-28 07:18:07;Changement état de hivernage;3 inconnu
2022-02-28 07:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-28 08:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-02-28 08:03:07;Changement état de hivernage;4 inconnu
2022-02-28 08:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-28 08:09:33;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-28 08:09:33;Changement état de hivernage;2 Actif activé
2022-02-28 08:09:33;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-28 10:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-02-28 10:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-28 11:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-28 11:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-28 13:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-02-28 13:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-02-28 13:00:06;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-28 13:00:06;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-02-28 14:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-02-28 14:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-02-28 14:00:08;Changement état du traitement PH;-6 Arrêt température trop basse
2022-02-28 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-02-28 15:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-03-01 00:29:21;Changement état de hivernage;3 inconnu
2022-03-01 01:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-03-01 01:03:07;Changement état de hivernage;4 inconnu
2022-03-01 01:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-03-01 01:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-03-01 01:18:07;Changement état de hivernage;3 inconnu
2022-03-01 01:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-03-01 02:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-03-01 02:03:07;Changement état de hivernage;4 inconnu
2022-03-01 02:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-03-01 02:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-03-01 02:18:07;Changement état de hivernage;3 inconnu
2022-03-01 02:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-03-01 03:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-03-01 03:03:07;Changement état de hivernage;4 inconnu
2022-03-01 03:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-03-01 03:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-03-01 03:18:07;Changement état de hivernage;3 inconnu
2022-03-01 03:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-03-01 04:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-03-01 04:03:07;Changement état de hivernage;4 inconnu
2022-03-01 04:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-03-01 04:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-03-01 04:18:07;Changement état de hivernage;3 inconnu
2022-03-01 04:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-03-01 05:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-03-01 05:03:07;Changement état de hivernage;4 inconnu
2022-03-01 05:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-03-01 05:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-03-01 05:18:07;Changement état de hivernage;3 inconnu
2022-03-01 05:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-03-01 06:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-03-01 06:03:07;Changement état de hivernage;4 inconnu
2022-03-01 06:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-03-01 06:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-03-01 06:18:07;Changement état de hivernage;3 inconnu
2022-03-01 06:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-03-01 07:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-03-01 07:03:07;Changement état de hivernage;4 inconnu
2022-03-01 07:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-03-01 07:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-03-01 07:18:07;Changement état de hivernage;3 inconnu
2022-03-01 07:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-03-01 07:42:07;Changement état de hivernage;2 Actif activé
2022-03-01 10:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-03-01 10:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-03-01 11:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-03-01 11:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-03-01 14:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-03-01 14:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-03-01 14:00:08;Changement état du traitement PH;-6 Arrêt température trop basse
2022-03-01 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-03-01 15:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-03-02 10:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-03-02 10:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-03-02 11:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-03-02 11:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-03-02 14:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-03-02 14:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-03-02 14:00:08;Changement état du traitement PH;-6 Arrêt température trop basse
2022-03-02 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-03-02 15:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-03-03 10:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-03-03 10:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-03-03 11:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-03-03 11:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-03-03 13:36:06;Changement d’état de la filtration;1 Marche AUTO
2022-03-03 13:36:06;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-03-03 13:36:12;Changement d’état de la filtration;0 Arrêt AUTO
2022-03-03 13:36:12;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-03-03 14:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-03-03 14:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-03-03 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-03-03 15:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-03-04 10:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-03-04 10:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-03-04 11:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-03-04 11:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-03-04 13:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-03-04 13:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-03-04 13:00:14;Changement d’état de la filtration;0 Arrêt AUTO
2022-03-04 13:00:14;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-03-04 13:37:06;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-03-04 13:37:07;Changement d’état de la filtration;1 Marche AUTO
2022-03-04 13:37:14;Changement d’état de la filtration;0 Arrêt AUTO
2022-03-04 13:37:14;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-03-04 14:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-03-04 14:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-03-04 14:00:08;Changement état du traitement PH;-6 Arrêt température trop basse
2022-03-04 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-03-04 15:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-03-05 00:57:08;Changement état de hivernage;3 inconnu
2022-03-05 01:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-03-05 01:03:07;Changement état de hivernage;4 inconnu
2022-03-05 01:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-03-05 01:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-03-05 01:18:07;Changement état de hivernage;3 inconnu
2022-03-05 01:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-03-05 02:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-03-05 02:03:07;Changement état de hivernage;4 inconnu
2022-03-05 02:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-03-05 02:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-03-05 02:18:07;Changement état de hivernage;3 inconnu
2022-03-05 02:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-03-05 03:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-03-05 03:03:07;Changement état de hivernage;4 inconnu
2022-03-05 03:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-03-05 03:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-03-05 03:18:07;Changement état de hivernage;3 inconnu
2022-03-05 03:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-03-05 04:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-03-05 04:03:07;Changement état de hivernage;4 inconnu
2022-03-05 04:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-03-05 04:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-03-05 04:18:07;Changement état de hivernage;3 inconnu
2022-03-05 04:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-03-05 05:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-03-05 05:03:07;Changement état de hivernage;4 inconnu
2022-03-05 05:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-03-05 05:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-03-05 05:18:07;Changement état de hivernage;3 inconnu
2022-03-05 05:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-03-05 06:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-03-05 06:03:07;Changement état de hivernage;4 inconnu
2022-03-05 06:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-03-05 06:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-03-05 06:18:07;Changement état de hivernage;3 inconnu
2022-03-05 06:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-03-05 07:03:07;Changement d’état de la filtration;5 Marche hivernage
2022-03-05 07:03:07;Changement état de hivernage;4 inconnu
2022-03-05 07:03:07;Changement état du traitement PH;-6 Arrêt température trop basse
2022-03-05 07:18:07;Changement d’état de la filtration;0 Arrêt AUTO
2022-03-05 07:18:07;Changement état de hivernage;3 inconnu
2022-03-05 07:18:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-03-05 08:01:46;Changement état de hivernage;2 Actif activé
2022-03-05 10:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-03-05 10:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-03-05 11:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-03-05 11:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-03-05 13:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-03-05 13:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-03-05 13:00:07;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-03-05 13:00:08;Changement d’état de la filtration;0 Arrêt AUTO
